,Company Name,Job Title,Location,Salary
381,UCB,"Associate Director Data Scientist, Patient Insights and Inno...","Atlanta, GA",
382,"Laulima Government Solutions, LLC.","Various Professional, Technical, Administrative and Scientif...","Atlanta, GA",
383,North Highland,Business Intelligence Data Scientist,"Atlanta, GA",
384,ADP,Principal Application Developer - Java / Angular / TDD,"Alpharetta, GA 30005",
385,Georgia Tech Research Institute,Data Analytics + Computer Science Researcher- INNC- ICL-1216,"Atlanta, GA 30318 (Rockdale area)",
386,USA16 - US - Q2Solutions,Immunoassay Method Development Scientist,"Marietta, GA",
387,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
388,Cox Automotive,Data Scientist,"Atlanta, GA",
389,Predictive Science,Data Scientist,United States,
390,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
391,Cox Automotive,Data Scientist,"Atlanta, GA",
392,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
393,Capgemini,Data Science Consultant,"Atlanta, GA",
394,Equifax,"Data Scientist, Identity & Linking","Alpharetta, GA",
395,ADP,Network Engineer (Routers/Switches/Cloud Services),"Alpharetta, GA",
396,Smith Hanley Associates,Statistician - Model Validation,"Atlanta, GA",
397,Visionaire Partners,Data Scientist - Insights,"Atlanta, GA",
398,"Hire Velocity, LLC",Data Scientist,"Atlanta, GA 30305 (Buckhead area)",
399,ADP,Principal Application Developer - Talent Management,"Alpharetta, GA 30005",
400,Northside Hospital,Clinical Lab Scientist (Flow Cytometry Lab),"Atlanta, GA",
401,Georgia Tech Research Institute,Electro-optical Engineer/Scientist (Research Engineer/Scient...,"Atlanta, GA 30318 (Rockdale area)",
402,Black & Veatch,Environmental Scientist Intern,"Alpharetta, GA",
403,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
404,Predictive Science,Data Scientist,United States,
405,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
406,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
407,North Highland,Data Scientist,"Berkeley Lake, GA",
408,General Lead,"Senior Software Engineer (Java, Scala)","Atlanta, GA",
409,Children's Healthcare of Atlanta,Medical Technologist - Full Time Evenings - Microbiology - S...,"Atlanta, GA 30342 (Buckhead area)",
410,R&D Partners,Associate Research Scientist,"Atlanta, GA",
411,Visionaire Partners,Data Scientist - Recommendations,"Atlanta, GA",
412,CACI,Public Health Analyst I/Health Scientist,"Atlanta, GA 30319",
413,Georgia Tech Research Institute,Machine Learning-Data Science Computer Vision Researcher ATA...,"Atlanta, GA 30318 (Rockdale area)",
414,Lonza,Lab Scientist - Material Characterization,"Alpharetta, GA",
415,ADP,Principal Applications Architect - UI / Front End,"Alpharetta, GA 30005",
416,Equifax,HR Business Partner,"Alpharetta, GA",
417,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
418,Cox Automotive,Data Scientist,"Atlanta, GA",
419,Predictive Science,Data Scientist,United States,
420,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
421,Cox Automotive,Data Scientist,"Atlanta, GA",
422,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
423,PreVisor,Associate Research Scientist - 6-month intern position,"Atlanta, GA",
424,Emory University,Sponsored Research Financial Analyst,"Atlanta, GA","$66,700 a year"
425,Interesse International Inc,Market Research & Sales Analyst,"Atlanta, GA","$60,000 - $70,000 a year"
426,ADP,Principal Application Architect - Java / Angular / TDD / Agi...,"Alpharetta, GA 30005",
427,CareerBuilder Careers,Data Scientist Internship (Search),"Norcross, GA",
428,AT&T,Professional Big Data Software Eng BIG DATA,"Roswell, GA",
429,PreVisor,Research Scientist,"Atlanta, GA",
430,CocaCola,"Scientist V, Monster Product Development","Atlanta, GA",
431,NCR,Data Scientist/Software Engineer - Machine Learning & Artifi...,"Atlanta, GA 30308 (Old Fourth Ward area)",
432,Lucas Group,Data Scientist,"Atlanta, GA",
433,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
434,Predictive Science,Data Scientist,United States,
435,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
436,Cox Automotive,Data Scientist,"Atlanta, GA",
437,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
438,Children's Healthcare of Atlanta,Medical Technologist - PRN - Core Lab - Scottish Rite,"Atlanta, GA 30342 (Buckhead area)",
439,"Immucor, Inc",Development Scientist II,"Norcross, GA",
440,Macy’s,Sr. Data Scientist,"Johns Creek, GA",
441,Intuitive Surgical,Research Scientist,"Atlanta, GA",
442,delane Talent Mgmt LLC,Advanced Data Analytics Scientist,"Alpharetta, GA",
443,CocaCola,Material Surface Characterization Scientist (Packaging Analy...,"Atlanta, GA",
444,"Silliker, Inc. dba Mérieux NutriSciences",Technician - Sample Receiving,"Stone Mountain, GA 30087",
445,Georgia Tech Research Institute,Research Scientist I/II-EOSL 1185,"Atlanta, GA 30318 (Rockdale area)",
446,Georgia Tech Research Institute,Research Scientist,"Atlanta, GA 30318 (Rockdale area)",
447,Groundwater & Environmental Services,Geologist or Environmental Scientist - Mid Level,"Roswell, GA",
448,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
449,Predictive Science,Data Scientist,United States,
450,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
451,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
452,Predictive Science,Data Scientist,United States,
453,Macy’s,Data Scientist,"Johns Creek, GA",
454,Visionaire Partners,Data Scientist,"Atlanta, GA",
455,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
456,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
457,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
458,Cox Automotive,Data Scientist,"Atlanta, GA",
459,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
460,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
461,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
462,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
463,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
464,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
465,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
466,Predictive Science,Data Scientist,United States,
467,Macy’s,Data Scientist,"Johns Creek, GA",
468,Visionaire Partners,Data Scientist,"Atlanta, GA",
469,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
470,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
471,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
472,Cox Automotive,Data Scientist,"Atlanta, GA",
473,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
474,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
475,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
476,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
477,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
478,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
479,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
480,Predictive Science,Data Scientist,United States,
481,Macy’s,Data Scientist,"Johns Creek, GA",
482,Visionaire Partners,Data Scientist,"Atlanta, GA",
483,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
484,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
485,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
486,Cox Automotive,Data Scientist,"Atlanta, GA",
487,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
488,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
489,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
490,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
491,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
492,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
493,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
494,Predictive Science,Data Scientist,United States,
495,Macy’s,Data Scientist,"Johns Creek, GA",
496,Visionaire Partners,Data Scientist,"Atlanta, GA",
497,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
498,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
499,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
500,Cox Automotive,Data Scientist,"Atlanta, GA",
501,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
502,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
503,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
504,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
505,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
506,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
507,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
508,Predictive Science,Data Scientist,United States,
509,Macy’s,Data Scientist,"Johns Creek, GA",
510,Visionaire Partners,Data Scientist,"Atlanta, GA",
511,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
512,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
513,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
514,Cox Automotive,Data Scientist,"Atlanta, GA",
515,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
516,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
517,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
518,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
519,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
520,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
521,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
522,Predictive Science,Data Scientist,United States,
523,Macy’s,Data Scientist,"Johns Creek, GA",
524,Visionaire Partners,Data Scientist,"Atlanta, GA",
525,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
526,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
527,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
528,Cox Automotive,Data Scientist,"Atlanta, GA",
529,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
530,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
531,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
532,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
533,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
534,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
535,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
536,Predictive Science,Data Scientist,United States,
537,Macy’s,Data Scientist,"Johns Creek, GA",
538,Visionaire Partners,Data Scientist,"Atlanta, GA",
539,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
540,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
541,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
542,Cox Automotive,Data Scientist,"Atlanta, GA",
543,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
544,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
545,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
546,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
547,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
548,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
549,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
550,Predictive Science,Data Scientist,United States,
551,Macy’s,Data Scientist,"Johns Creek, GA",
552,Visionaire Partners,Data Scientist,"Atlanta, GA",
553,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
554,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
555,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
556,Cox Automotive,Data Scientist,"Atlanta, GA",
557,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
558,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
559,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
560,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
561,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
562,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
563,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
564,Predictive Science,Data Scientist,United States,
565,Macy’s,Data Scientist,"Johns Creek, GA",
566,Visionaire Partners,Data Scientist,"Atlanta, GA",
567,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
568,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
569,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
570,Cox Automotive,Data Scientist,"Atlanta, GA",
571,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
572,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
573,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
574,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
575,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
576,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
577,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
578,Predictive Science,Data Scientist,United States,
579,Macy’s,Data Scientist,"Johns Creek, GA",
580,Visionaire Partners,Data Scientist,"Atlanta, GA",
581,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
582,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
583,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
584,Cox Automotive,Data Scientist,"Atlanta, GA",
585,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
586,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
587,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
588,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
589,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
590,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
591,Cox Automotive,Data Scientist,"Atlanta, GA",
592,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
593,Macy’s,Data Scientist,"Johns Creek, GA",
594,Visionaire Partners,Data Scientist,"Atlanta, GA",
595,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
596,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
597,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
598,Predictive Science,Data Scientist,United States,
599,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
600,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
601,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
602,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
603,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
604,Parexel International,Principal Statistician (Home Based),"Atlanta, GA",
605,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
606,Cox Automotive,Data Scientist,"Atlanta, GA",
607,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
608,Macy’s,Data Scientist,"Johns Creek, GA",
609,Visionaire Partners,Data Scientist,"Atlanta, GA",
610,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
611,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
612,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
613,Predictive Science,Data Scientist,United States,
614,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
615,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
616,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
617,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
618,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
619,Parexel International,Principal Statistician (Home Based),"Atlanta, GA",
620,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
621,Cox Automotive,Data Scientist,"Atlanta, GA",
622,Macy’s,Data Scientist,"Johns Creek, GA",
623,Visionaire Partners,Data Scientist,"Atlanta, GA",
624,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
625,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
626,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
627,Predictive Science,Data Scientist,United States,
628,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
629,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
630,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
631,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
632,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
633,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
634,Predictive Science,Data Scientist,United States,
635,Honeywell,"Principal Data Scientist - Atlanta, GA","Atlanta, GA",
636,Macy’s,Data Scientist,"Johns Creek, GA",
637,Visionaire Partners,Data Scientist,"Atlanta, GA",
638,Georgia Institute of Technology,Financial Analyst II,"Atlanta, GA",
639,Pindrop Security,Research Scientist - Audio | Fluent Portuguese,"Atlanta, GA 30308 (Old Fourth Ward area)",
640,Pindrop Security,Research Scientist - Audio,"Atlanta, GA 30308 (Old Fourth Ward area)",
641,MobileDev Power,Data Scientist With Predictive Modeling,"Atlanta, GA 30305",
642,Cox Automotive,Data Scientist,"Atlanta, GA",
643,Home Depot,DATA SCIENTIST,"Atlanta, GA 30354",
644,ASSURANT,Sr Data Scientist - Fraud,"Atlanta, GA 30339",
645,Home Depot,DATA SCIENTIST- Space Optimization,"Atlanta, GA 30354",
646,Home Depot,Data Scientist Ops Research,"Atlanta, GA 30354",
647,Cox Communications,"Manager, Data Analysis","Atlanta, GA",
648,Predictive Science,Data Scientist,United States,
