,Store Number,City,2015 Sales,2015 Sales mean,County Number,Price per Liter mean,Zip Code,2015 Volume Sold (Liters),2015 Volume Sold (Liters) mean,2015 Margin mean,2015 Sales Q1,2016 Sales Q1,First Date,Last Date
624,4420,OTTUMWA,2299.86,46.9359183673,90,19.2172079841,52501,135.81,2.77163265306,15.7093877551,313.22,584.88,2015-01-22,2016-02-18
625,4421,HAMPTON,3017.02,107.750714286,35,20.5111363801,50441,180.23,6.43678571429,35.9396428571,1096.06,1788.06,2015-01-15,2016-03-31
626,4424,BURLINGTON,2556.84,116.22,29,16.2884415584,52601,159.9,7.26818181818,38.7572727273,152.04,1642.55,2015-01-15,2016-03-10
627,4426,MARSHALLTOWN,28080.78,91.1713636364,64,17.1551876037,50158,1939.76,6.29792207792,30.4396103896,6566.6,1085.34,2015-01-08,2016-03-31
628,4427,NORTH LIBERTY,4489.19,77.3998275862,52,16.2449885281,52317,325.27,5.60810344828,25.9277586207,834.48,1617.7,2015-01-15,2016-03-31
629,4428,AMES,7771.78,127.406229508,85,17.1506323185,50014,527.2,8.64262295082,42.4863934426,1974.0,855.12,2015-01-08,2016-03-24
630,4429,COLFAX,4482.9,112.0725,50,17.5096365248,50054,283.13,7.07825,37.46075,891.99,1237.62,2015-01-05,2016-03-28
631,4430,FORT DODGE,3339.27,128.433461538,94,14.063003663,50501,287.2,11.0461538462,43.3169230769,664.38,1444.04,2015-01-29,2016-03-17
632,4431,FORT DODGE,2485.68,108.073043478,94,12.65436853,50501,207.75,9.03260869565,36.0426086957,94.08,755.88,2015-01-05,2016-03-28
633,4433,PLEASANT HILL,3449.05,73.3840425532,77,17.4815027031,50317,273.51,5.81936170213,24.5036170213,428.2,2489.73,2015-01-06,2016-03-29
634,4434,ROCK RAPIDS,6289.96,76.7068292683,60,15.4776538908,51246,489.17,5.96548780488,25.6408536585,1254.86,2271.38,2015-01-06,2016-03-22
635,4435,COUNCIL BLUFFS,3203.52,100.11,78,16.3738653274,51501,221.99,6.9371875,33.45375,470.49,461.73,2015-01-08,2016-03-31
636,4436,AMES,9496.7,114.418072289,85,19.0860929432,50010,750.95,9.04759036145,38.2445783133,1996.94,489.42,2015-01-12,2016-03-28
637,4437,AMES,4715.8,72.5507692308,85,16.2058229288,50010,382.92,5.89107692308,24.1986153846,1170.79,849.75,2015-01-13,2016-02-23
638,4438,AMES,4877.49,58.0653571429,85,18.3028721873,50010,351.67,4.18654761905,19.3675,1193.83,1471.68,2015-01-08,2016-03-14
639,4439,CENTER POINT,8101.08,55.4868493151,57,13.0776255708,52213,784.25,5.37157534247,18.6000684932,2163.51,2411.29,2015-01-08,2016-03-17
640,4440,COUNCIL BLUFFS,2786.01,107.154230769,78,16.0851282051,51503,187.5,7.21153846154,35.7534615385,1012.41,2251.34,2015-01-08,2016-03-31
641,4443,PALO,3795.42,140.571111111,57,12.5058906526,52324,321.0,11.8888888889,46.9888888889,420.84,231.12,2015-01-06,2016-03-28
642,4444,SLOAN,9311.36,101.210434783,97,15.6926371636,51055,672.17,7.30619565217,33.8448913043,2295.74,726.67,2015-03-05,2016-03-31
643,4445,WEBSTER CITY,3345.92,90.4302702703,40,15.1777091377,50595,284.55,7.69054054054,30.2837837838,879.6,985.83,2015-01-06,2015-03-03
644,4446,URBANDALE,9368.6,55.4355029586,77,20.9012269264,50322,510.85,3.02278106509,18.4898224852,2345.58,1231.54,2015-01-06,2016-03-29
645,4447,URBANDALE,3984.53,94.8697619048,77,16.9102267574,50322,322.9,7.6880952381,31.6514285714,884.97,348.86,2015-01-13,2016-03-29
646,4448,URBANDALE,2901.94,93.6109677419,77,18.5023302377,50322,165.84,5.34967741935,31.325483871,833.04,1713.8,2015-01-06,2016-03-29
647,4449,URBANDALE,2874.88,75.6547368421,77,15.7054101229,50322,211.28,5.56,25.4747368421,813.57,1619.87,2015-01-13,2016-03-08
648,4450,URBANDALE,4427.06,76.3286206897,77,17.8544355501,50323,291.34,5.02310344828,25.5055172414,738.62,1094.31,2015-01-13,2016-03-15
649,4451,WEBSTER CITY,5178.37,77.2891044776,40,17.6812011372,50595,462.06,6.89641791045,25.9273134328,1273.5,3741.77,2015-01-06,2016-03-29
650,4452,SIOUX CITY,12151.77,86.1827659574,97,19.7666034639,51105,798.27,5.6614893617,28.7684397163,3990.74,1281.51,2015-01-20,2016-03-22
651,4453,FOREST CITY,10199.47,72.3366666667,95,15.9693473489,50436,832.59,5.90489361702,24.1929787234,2693.46,2224.92,2015-01-20,2016-03-29
652,4454,SIOUX CITY,3574.36,142.9744,97,17.7479619048,51109,245.1,9.804,47.8056,937.86,1109.03,2015-01-12,2016-03-14
653,4455,ELDORA,2061.49,73.6246428571,42,19.0572499638,50627,132.13,4.71892857143,24.5514285714,691.32,669.79,2015-01-05,2016-03-28
654,4456,IOWA CITY,6799.37,78.1536781609,52,19.724288451,52246,379.59,4.36310344828,26.0712643678,1701.26,535.11,2015-01-07,2016-03-17
655,4457,IOWA CITY,7761.87,110.883857143,52,16.0318095238,52240,529.1,7.55857142857,36.9871428571,1166.97,1112.52,2015-01-06,2016-03-29
656,4458,JOHNSTON,2596.42,70.1735135135,77,19.8742117117,50131,153.02,4.13567567568,23.4051351351,204.35,1659.95,2015-01-15,2016-03-31
657,4459,EAGLE GROVE,6792.63,117.114310345,99,15.484318555,50533,566.15,9.76120689655,39.3863793103,765.21,1578.42,2015-01-07,2016-03-23
658,4461,WINDSOR HEIGHTS,8161.2,55.1432432432,77,18.6345596254,50324,518.92,3.50621621622,18.3983783784,2312.32,1342.27,2015-01-13,2016-03-30
659,4462,BUFFALO CENTER,5925.78,51.0843103448,95,16.83227422,50424,493.45,4.25387931034,17.1062068966,1307.12,935.97,2015-01-08,2016-03-31
660,4463,GARNER,15712.9,109.117361111,41,12.3397486772,50438,1522.75,10.5746527778,36.7281944444,3938.14,1576.2,2015-01-06,2016-03-28
661,4464,ELDRIDGE,10359.18,86.3265,82,20.9162847222,52748,681.75,5.68125,28.862,1980.87,454.37,2015-02-26,2016-03-31
662,4466,FAYETTE,10533.66,184.801052632,33,15.537786132,52142,775.65,13.6078947368,62.1547368421,1057.74,5627.13,2015-02-02,2016-03-21
663,4467,MUSCATINE,3292.1,49.8803030303,70,16.5093261179,52761,258.93,3.92318181818,16.7590909091,614.15,3068.3,2015-01-06,2016-03-29
664,4468,MUSCATINE,2400.06,48.9808163265,70,15.8368124393,52761,181.3,3.7,16.3673469388,426.27,1615.36,2015-01-05,2016-03-21
665,4470,WATERLOO,1954.95,75.1903846154,7,14.3801831502,50703,170.24,6.54769230769,25.2473076923,846.16,1657.51,2015-01-05,2016-03-28
666,4471,WATERLOO,2940.22,94.8458064516,7,17.4944935778,50702,212.01,6.83903225806,31.7738709677,813.08,943.62,2015-02-09,2016-03-14
667,4472,CENTERVILLE,7584.0,79.0,4,16.1671944392,52544,626.79,6.5290625,26.4035416667,2140.38,517.68,2015-01-12,2016-03-21
668,4473,PANORA,8786.04,146.434,39,15.9168888889,50216,631.5,10.525,48.9076666667,1804.5,1503.85,2015-01-15,2016-03-24
669,4474,COUNCIL BLUFFS,5576.74,109.347843137,78,19.4104014939,51501,329.7,6.46470588235,36.5347058824,1767.57,1065.42,2015-02-11,2016-03-30
670,4475,COUNCIL BLUFFS,4981.68,90.576,78,18.9452987013,51501,311.1,5.65636363636,30.2170909091,1799.39,596.43,2015-01-05,2016-03-28
671,4476,COUNCIL BLUFFS,4612.21,94.1267346939,78,17.2352052189,51501,335.88,6.85469387755,31.4144897959,683.56,1611.18,2015-01-16,2016-02-29
672,4477,COUNCIL BLUFFS,2442.84,93.9553846154,78,19.2295970696,51503,169.05,6.50192307692,31.3369230769,121.31,1932.1,2015-01-06,2015-06-29
673,4478,DES MOINES,21716.41,76.7364310954,77,17.155138604,50315,1626.13,5.74604240283,25.612614841,4003.96,1930.58,2015-01-06,2016-03-29
674,4481,IOWA CITY,37161.77,142.382260536,52,19.6060623061,52240,2525.54,9.67639846743,47.5026819923,10277.64,278.52,2015-01-08,2016-03-24
675,4482,INDIANOLA,17178.37,178.941354167,91,15.3971211426,50125,1692.4,17.6291666667,61.270625,1794.01,538.92,2015-01-14,2016-03-23
676,4485,SANBORN,6501.29,44.8364827586,71,15.3720846393,51248,541.22,3.73255172414,14.9560689655,1261.49,581.55,2015-01-08,2016-03-24
677,4487,CEDAR RAPIDS,3543.99,88.59975,57,16.677952381,52402,268.52,6.713,29.54775,1130.97,3001.68,2015-01-13,2016-03-15
678,4489,CEDAR RAPIDS,3111.41,141.427727273,57,16.3395670996,52405,277.9,12.6318181818,47.1709090909,1173.54,562.94,2015-01-27,2016-03-29
679,4490,CEDAR RAPIDS,8556.92,60.26,57,18.7305836676,52404,525.22,3.69873239437,20.141971831,2463.32,2005.74,2015-01-07,2015-08-19
680,4491,CEDAR RAPIDS,4665.86,97.2054166667,57,15.921547619,52403,347.4,7.2375,32.4866666667,887.16,1208.64,2015-01-07,2016-03-23
681,4492,CEDAR RAPIDS,4376.09,109.40225,57,19.915297619,52404,279.17,6.97925,36.50025,1485.82,1452.17,2015-01-13,2016-03-29
682,4493,CEDAR RAPIDS,4565.55,126.820833333,57,18.2274140212,52404,305.47,8.48527777778,42.3636111111,639.06,892.44,2015-01-06,2016-03-15
683,4495,GRUNDY CENTER,6526.76,47.6405839416,38,13.1775601106,50638,620.24,4.52729927007,15.9645985401,1674.74,14686.13,2015-01-07,2016-03-30
684,4496,CEDAR RAPIDS,5633.62,69.5508641975,57,20.6423486185,52402,406.72,5.0212345679,23.2067901235,1545.38,913.68,2015-01-07,2016-03-30
685,4498,WINTHROP,1203.45,75.215625,10,15.306577381,50682,99.3,6.20625,25.175625,133.65,940.65,2015-01-14,2016-03-30
686,4500,NORTH LIBERTY,3516.73,117.224333333,52,13.8487301587,52317,299.25,9.975,39.1013333333,945.64,490.44,2015-01-06,2016-03-29
687,4501,FAIRFIELD,3427.7,77.9022727273,51,16.6933802565,52556,290.72,6.60727272727,26.0254545455,858.41,1417.6,2015-01-13,2016-03-08
688,4502,WATERLOO,12070.3,86.2164285714,7,19.5735836914,50703,781.8,5.58428571429,28.7798571429,3466.78,190.32,2015-01-06,2016-03-29
689,4503,TREYNOR,1755.27,109.704375,78,18.6443303571,51575,116.62,7.28875,36.668125,488.58,1533.0,2015-01-14,2016-03-30
690,4504,INDIANOLA,7540.5,93.0925925926,91,13.2133568489,50125,650.7,8.03333333333,31.0895061728,1423.77,1266.36,2015-01-06,2016-03-08
691,4505,JOHNSTON,2862.98,159.054444444,77,21.327037037,50131,143.7,7.98333333333,53.04,612.48,1177.5,2015-01-06,2016-03-28
692,4506,TIFFIN,4687.48,117.187,52,14.3335238095,52340,411.5,10.2875,39.2935,783.72,1572.96,2015-01-22,2016-03-24
693,4507,SPENCER,1915.92,159.66,21,13.9484126984,51301,163.5,13.625,53.49,98.64,1210.2,2015-01-08,2016-03-01
694,4508,SPENCER,2001.38,125.08625,21,14.2004761905,51301,177.0,11.0625,41.89625,690.02,1003.5,2015-01-13,2016-03-28
695,4509,AMES,58422.19,134.613341014,85,20.9265136109,50010,3904.62,8.9968202765,44.9326497696,14183.86,372.16,2015-01-06,2016-03-28
696,4510,MALVERN,2311.44,105.065454545,65,11.4593073593,51551,204.0,9.27272727273,35.0536363636,645.24,338.34,2015-01-06,2016-03-15
697,4511,DES MOINES,7234.45,84.1215116279,77,21.8183513656,50317,415.98,4.83697674419,28.0520930233,1968.17,119.22,2015-01-13,2016-03-30
698,4512,WATERLOO,2794.26,116.4275,7,13.0002579365,50701,225.75,9.40625,38.87,1227.36,1154.13,2015-01-07,2016-03-23
699,4514,FORT DODGE,5123.98,150.705294118,94,16.6854201681,50501,402.0,11.8235294118,50.3308823529,1647.94,298.8,2015-01-07,2016-02-24
700,4515,DOWS,1821.3,165.572727273,99,15.1570238095,50071,124.8,11.3454545455,55.4563636364,726.48,90.0,2015-01-12,2016-03-21
701,4516,OAKLAND,3953.34,87.852,78,16.9884444444,51560,262.8,5.84,29.336,1602.36,238.8,2015-01-07,2016-03-30
702,4517,CEDAR RAPIDS,3482.04,133.924615385,57,13.6207509158,52402,342.0,13.1538461538,44.7311538462,181.2,585.21,2015-01-07,2016-03-30
703,4518,WEST DES MOINES,3346.04,123.927407407,77,15.6859259259,50266,225.75,8.36111111111,41.6296296296,739.88,538.32,2015-01-06,2016-02-09
704,4519,WEST DES MOINES,4604.98,127.916111111,77,15.0872089947,50266,316.5,8.79166666667,43.0291666667,1083.54,834.84,2015-01-13,2016-03-29
705,4520,HUXLEY,3817.14,141.375555556,85,15.4687830688,50124,262.5,9.72222222222,47.2066666667,1035.12,604.25,2015-01-06,2016-03-29
706,4521,GRAND JUNCTION,2893.69,152.299473684,37,18.1920802005,50107,256.5,13.5,51.3494736842,990.98,1237.64,2015-01-07,2016-03-30
707,4522,MONROE,2523.07,56.0682222222,50,16.1651500619,50170,219.96,4.888,18.7257777778,588.71,539.16,2015-01-07,2016-03-30
708,4523,EXIRA,2869.68,151.035789474,5,11.7572681704,50076,273.0,14.3684210526,50.5294736842,768.96,959.01,2015-01-08,2016-03-31
709,4524,NORA SPRINGS,4288.75,102.113095238,34,18.8827806122,50458,309.86,7.37761904762,34.2085714286,775.5,551.0,2015-01-21,2016-03-30
710,4525,AKRON,4315.29,77.05875,75,17.007670068,51001,343.38,6.13178571429,25.8382142857,1249.34,689.22,2015-01-05,2016-03-28
711,4527,GILMORE CITY,1474.8,105.342857143,46,12.8132653061,50541,165.0,11.7857142857,35.1428571429,578.82,138.6,2015-01-12,2016-03-28
712,4528,MARSHALLTOWN,2405.7,114.557142857,64,17.4666666667,50158,157.8,7.51428571429,38.4628571429,896.16,1871.17,2015-01-08,2016-03-31
713,4529,BUFFALO CENTER,1413.18,141.318,95,12.0262857143,50424,124.5,12.45,47.124,359.16,551.4,2015-01-06,2016-03-29
714,4530,ELY,4140.64,108.964210526,57,14.5009210526,52227,320.55,8.43552631579,36.5997368421,1449.16,2240.13,2015-01-07,2016-03-17
715,4531,AFTON,2723.76,272.376,88,18.3662857143,50830,214.5,21.45,91.248,729.12,277.68,2015-01-26,2016-03-28
716,4535,DUBUQUE,3801.82,122.639354839,31,16.7056682028,52001,267.75,8.63709677419,40.9893548387,916.18,755.16,2015-01-13,2016-03-29
717,4536,DUBUQUE,1825.69,70.2188461538,31,14.7668498168,52003,149.05,5.73269230769,23.77,141.0,745.87,2015-01-26,2016-03-14
718,4537,LEON,2691.18,122.326363636,27,14.1232467532,50144,199.5,9.06818181818,40.9109090909,1381.56,1061.7,2015-01-16,2016-03-28
719,4538,CLARKSVILLE,3366.81,160.324285714,12,12.8976870748,50619,275.25,13.1071428571,53.5823809524,816.75,571.2,2015-01-20,2016-03-29
720,4539,SCRANTON,1370.6,85.6625,37,14.7299181548,51462,109.8,6.8625,28.56875,121.44,469.89,2015-01-07,2016-03-30
721,4540,BELLEVUE,2690.62,99.6525925926,49,16.8723368607,52031,182.45,6.75740740741,33.3574074074,621.2,1273.8,2015-03-05,2016-03-24
722,4543,MARION,2639.66,155.274117647,57,21.2326610644,52302,144.3,8.48823529412,52.1764705882,1148.16,1875.89,2015-01-14,2016-03-30
723,4544,OSCEOLA,2567.04,142.613333333,20,14.2417460317,50213,209.4,11.6333333333,47.5666666667,737.28,2780.72,2015-01-12,2016-03-14
724,4545,COUNCIL BLUFFS,9218.81,97.0401052632,78,19.7179273716,51503,567.77,5.97652631579,32.3774736842,3141.54,2688.07,2015-01-06,2016-03-29
725,4546,GLIDDEN,3096.97,93.8475757576,14,16.9509326571,51443,206.18,6.24787878788,31.3351515152,483.34,1158.93,2015-01-05,2016-03-21
726,4547,HAMPTON,4908.65,83.1974576271,35,12.7800161421,50441,416.5,7.0593220339,27.7833898305,1273.68,1594.69,2015-01-06,2015-02-24
727,4548,WALKER,2512.82,139.601111111,57,12.0437301587,52352,258.0,14.3333333333,46.8144444444,660.9,1158.6,2015-02-03,2016-03-29
728,4549,COLO,3042.18,138.280909091,85,12.1071428571,50056,289.5,13.1590909091,46.11,678.24,712.34,2015-01-06,2016-03-29
729,4551,URBANA,2265.65,102.984090909,6,13.5675324675,52345,212.0,9.63636363636,34.5031818182,546.68,985.71,2015-01-05,2016-03-21
730,4552,BUFFALO,4106.48,152.091851852,82,15.6658730159,52728,325.25,12.0462962963,50.9503703704,938.76,2613.96,2015-01-13,2016-03-22
731,4553,SHEFFIELD,2808.42,127.655454545,35,13.2104761905,50475,243.0,11.0454545455,42.6627272727,1396.32,3613.12,2015-01-08,2016-03-31
732,4554,SIOUX CITY,2469.91,74.8457575758,97,16.3168686869,51103,173.35,5.25303030303,24.963030303,159.0,954.18,2015-01-05,2016-03-28
733,4556,GOLDFIELD,1026.24,146.605714286,99,13.1692517007,50542,84.0,12.0,49.6971428571,581.04,640.56,2015-01-06,2016-03-29
734,4557,TRAER,7020.76,58.9979831933,86,13.3857633053,50675,632.87,5.31823529412,19.6768067227,1858.53,576.0,2015-04-14,2015-12-28
735,4558,SIOUX CITY,9224.95,90.4406862745,97,16.187260212,51105,726.77,7.12519607843,30.1790196078,1630.0,1285.53,2015-02-02,2016-03-21
736,4559,OSAGE,13251.8,43.5914473684,66,14.8218900849,50461,1305.54,4.29453947368,14.6500986842,2889.19,2569.92,2015-03-17,2016-01-26
737,4560,HARLAN,3170.1,132.0875,83,15.5471031746,51537,240.0,10.0,44.1766666667,1286.04,704.25,2015-01-22,2016-03-31
738,4561,EVANSDALE,3116.4,155.82,7,19.1707142857,50707,168.75,8.4375,51.952,1572.05,950.39,2015-01-26,2016-03-28
739,4562,MECHANICSVILLE,3256.5,135.6875,16,15.763452381,52306,233.1,9.7125,45.505,980.1,1231.84,2015-01-08,2016-03-31
740,4563,IRETON,2438.71,93.7965384615,84,19.6576739927,51027,145.5,5.59615384615,31.2753846154,508.98,793.04,2015-01-06,2016-03-01
741,4565,SIOUX CITY,5950.81,106.264464286,97,14.9406802721,51106,496.15,8.85982142857,35.6564285714,1403.1,761.31,2015-01-05,2016-03-28
742,4566,CEDAR RAPIDS,10539.77,60.2272571429,57,17.2368818531,52404,757.68,4.3296,20.1352,2656.88,552.12,2015-01-15,2016-03-24
743,4568,SIOUX CITY,11814.59,90.1877099237,97,17.5915149037,51108,791.06,6.0386259542,30.1022137405,991.23,7800.73,2015-01-15,2016-03-31
744,4569,SUTHERLAND,3193.5,114.053571429,71,14.7637244898,51058,240.0,8.57142857143,38.0835714286,675.24,889.21,2015-02-03,2015-12-15
745,4571,ALLISON,1376.64,137.664,12,12.9257142857,50602,127.5,12.75,45.918,541.32,747.0,2015-01-06,2016-03-15
746,4572,GRUNDY CENTER,5254.75,60.3994252874,38,15.1046405862,50638,419.02,4.81632183908,20.197816092,783.06,863.16,2015-01-07,2016-03-30
747,4573,HAMBURG,2654.45,120.656818182,36,14.7214285714,51640,187.1,8.50454545455,40.3118181818,509.76,1233.72,2015-01-06,2016-03-08
748,4575,SLATER,4132.2,76.5222222222,85,17.9945546737,50244,330.44,6.11925925926,25.5585185185,1079.52,974.85,2015-01-07,2016-03-15
749,4576,ARNOLDS PARK,11510.72,101.864778761,30,16.9739770333,51331,833.76,7.37840707965,34.1655752212,1951.64,982.0,2015-01-08,2016-03-17
750,4577,WOODWARD,2560.53,91.4475,25,13.5673469388,50276,218.25,7.79464285714,30.7028571429,538.14,1647.51,2015-03-24,2016-02-23
751,4578,FARMINGTON,2063.89,89.7343478261,89,17.3989130435,52626,149.54,6.50173913043,29.9308695652,744.15,2031.27,2015-01-06,2016-03-29
752,4580,WASHINGTON,4751.62,48.4859183673,92,19.5087530791,52353,362.36,3.69755102041,16.1779591837,953.28,1040.85,2015-01-27,2016-02-09
753,4582,SPIRIT LAKE,4267.8,37.1113043478,30,18.19563147,51360,315.51,2.74356521739,12.4170434783,730.89,1366.49,2015-01-06,2016-03-29
754,4584,DUMONT,3328.16,70.8119148936,12,14.3313576494,50602,356.45,7.58404255319,23.8708510638,364.4,1097.53,2015-02-24,2016-03-29
755,4585,FARLEY,2030.4,92.2909090909,31,11.5813852814,52046,205.5,9.34090909091,30.7854545455,418.2,1219.84,2015-01-05,2016-03-14
756,4588,SIOUX CITY,26047.34,130.2367,97,20.7106221884,51103,1460.82,7.3041,43.44185,3684.28,3439.22,2015-01-05,2016-03-14
757,4589,SIBLEY,5082.68,52.9445833333,72,15.9841313112,51249,392.22,4.085625,17.7054166667,1921.02,1230.21,2015-01-14,2016-03-30
758,4590,CEDAR FALLS,2834.86,109.033076923,7,13.3059569597,50613,230.4,8.86153846154,36.71,942.48,5712.61,2015-01-08,2016-03-31
759,4591,CLARION,1185.12,118.512,99,13.8183809524,50525,92.4,9.24,40.026,81.6,975.68,2015-01-05,2016-03-28
760,4592,EMMETSBURG,4736.39,57.7608536585,74,14.3965505226,50536,417.85,5.09573170732,19.3230487805,1580.94,1146.12,2015-01-16,2016-02-22
761,4594,DES MOINES,5405.53,65.1268674699,77,17.2800609943,50312,369.02,4.44602409639,21.7651807229,470.59,1003.69,2015-01-06,2016-03-15
762,4595,DES MOINES,4187.69,63.4498484848,77,18.1656998557,50321,298.9,4.52878787879,21.1921212121,1067.11,835.97,2015-01-06,2016-03-22
763,4596,DES MOINES,5217.69,61.3845882353,77,17.4738187503,50317,362.35,4.26294117647,20.4811764706,1105.62,704.08,2015-02-10,2016-02-02
764,4597,DES MOINES,9467.18,62.2840789474,77,20.0001616355,50315,683.75,4.49835526316,20.7892105263,2151.4,1163.37,2015-01-20,2016-01-12
765,4598,DES MOINES,4811.59,82.9584482759,77,20.3138861644,50317,270.74,4.66793103448,27.6832758621,1418.85,8147.34,2015-01-13,2016-03-17
766,4599,DES MOINES,10102.94,70.1593055556,77,19.6661409089,50317,648.93,4.50645833333,23.4163888889,2947.57,6296.08,2015-01-15,2016-03-10
767,4600,DES MOINES,6145.42,76.81775,77,14.7729598214,50317,541.35,6.766875,25.675625,1286.43,3223.73,2015-01-20,2016-02-16
768,4601,DES MOINES,4157.68,53.3035897436,77,17.4406415038,50317,295.53,3.78884615385,17.7773076923,905.03,2417.4,2015-05-13,2016-03-09
769,4602,PACIFIC JUNCTION,8963.81,91.4674489796,65,17.5826489694,51561,660.16,6.73632653061,30.53,2119.86,1094.94,2015-03-31,2016-03-29
770,4603,DES MOINES,4377.87,76.8047368421,77,17.8305931495,50320,276.25,4.84649122807,25.6721052632,682.26,1944.77,2015-01-21,2016-03-08
771,4604,NEWTON,24888.04,33.6779972936,50,17.9347049753,50208,1976.05,2.67395128552,11.2580108254,5671.78,407.52,2015-02-17,2016-03-29
772,4605,MARION,3368.78,102.084242424,57,13.3582683983,52302,280.85,8.51060606061,34.1693939394,848.26,1078.5,2015-01-15,2016-03-24
773,4607,GUTTENBERG,1765.8,126.128571429,22,14.9885714286,52052,130.5,9.32142857143,42.0728571429,94.2,1297.32,2015-01-20,2016-03-01
774,4608,COUNCIL BLUFFS,5466.16,51.0856074766,78,19.359506725,51503,369.36,3.45196261682,17.0395327103,1351.58,593.88,2015-01-22,2016-03-24
775,4609,ANKENY,4569.23,80.1619298246,77,15.5679781013,50023,365.02,6.40385964912,26.7863157895,730.2,2017.2,2015-01-05,2016-02-08
776,4612,DAVENPORT,17346.35,114.120723684,82,19.8014794799,52802,1162.69,7.64927631579,38.0673684211,5213.96,1563.51,2015-03-23,2016-02-08
777,4613,CARROLL,5895.53,95.0891935484,14,11.8362749616,51401,545.95,8.80564516129,31.7679032258,1633.77,2462.24,2015-04-07,2016-03-22
778,4615,MASON CITY,37761.59,160.687617021,17,18.0806131819,50401,2403.63,10.228212766,53.6550638298,5631.52,942.36,2015-01-05,2016-03-28
779,4617,DES MOINES,31499.62,69.2299340659,77,20.9552324783,50317,1830.56,4.02320879121,23.122043956,8395.82,1719.92,2015-01-15,2016-03-31
780,4619,FORT MADISON,14603.4,42.5755102041,56,19.1722114179,52627,989.52,2.88489795918,14.2059475219,2785.61,465.4,2015-01-06,2016-03-29
781,4620,FONTANELLE,6495.09,141.197608696,1,18.4613354037,50846,480.75,10.4510869565,47.0804347826,1696.56,881.77,2015-01-08,2016-03-17
782,4621,MAXWELL,2594.4,123.542857143,85,12.382585034,50161,233.25,11.1071428571,41.8342857143,559.32,2167.25,2015-01-05,2016-03-21
783,4622,DES MOINES,6058.57,60.5857,77,19.4399095238,50320,407.0,4.07,20.2088,1585.32,1574.46,2015-02-17,2016-03-01
784,4623,VAN METER,1653.6,137.8,25,12.5095238095,50261,172.2,14.35,45.975,416.52,4122.45,2015-01-16,2016-02-22
785,4624,HIAWATHA,4630.54,57.88175,57,16.2612366071,52233,384.04,4.8005,19.311375,1054.91,3255.86,2015-01-13,2016-03-22
786,4626,COUNCIL BLUFFS,5261.16,59.1141573034,78,15.3279935795,51501,450.1,5.05730337079,19.7164044944,767.98,2494.59,2015-02-02,2016-03-28
787,4627,SULLY,2091.12,232.346666667,50,13.0416402116,50251,139.5,15.5,77.4666666667,60.84,2783.38,2015-01-08,2016-03-03
788,4628,OELWEIN,7652.24,121.464126984,33,15.8628760393,50662,597.37,9.48206349206,40.6438095238,2439.39,397.32,2015-02-11,2016-03-09
789,4629,GLENWOOD,7270.1,83.5643678161,65,16.5138711002,51534,571.69,6.57114942529,27.8979310345,1344.63,3894.84,2015-03-09,2016-01-15
790,4630,DAVENPORT,22288.42,190.499316239,82,19.0822547823,52803,1187.35,10.1482905983,63.5958974359,3682.1,529.5,2015-01-27,2016-02-09
791,4631,CEDAR FALLS,3995.99,102.461282051,7,14.8800610501,50613,362.05,9.28333333333,34.2833333333,1300.79,1740.5,2015-01-06,2016-03-29
792,4633,CARTER LAKE,7907.59,66.4503361345,78,16.7835843699,51510,592.85,4.98193277311,22.1679831933,1894.4,5645.79,2015-01-07,2016-03-30
793,4634,CEDAR RAPIDS,4536.79,67.7132835821,57,18.0777967306,52402,307.5,4.58955223881,22.6086567164,1373.38,1137.84,2015-01-06,2016-03-29
794,4635,CEDAR RAPIDS,2135.12,53.378,57,20.2348799392,52405,132.94,3.3235,17.84125,900.38,1029.58,2015-01-26,2016-03-21
795,4636,CEDAR RAPIDS,2441.95,65.9986486486,57,23.5585309865,52402,113.92,3.07891891892,22.0218918919,445.07,4823.66,2015-01-05,2016-03-14
796,4637,CEDAR RAPIDS,6735.91,41.579691358,57,17.0312487179,52404,518.04,3.19777777778,13.8704938272,1350.19,556.38,2015-01-12,2016-03-14
797,4638,DAVENPORT,35719.18,256.972517986,82,20.5103978471,52804,1578.25,11.3543165468,85.7203597122,4003.61,1599.72,2015-01-20,2016-03-29
798,4640,DAVENPORT,16894.0,152.198198198,82,25.2656964483,52807,758.13,6.83,50.7737837838,5492.36,432.18,2015-01-07,2016-03-30
799,4641,DES MOINES,6399.49,41.2870322581,77,17.3512714034,50315,491.05,3.16806451613,13.7955483871,1528.26,345.0,2015-01-13,2016-03-29
800,4642,WATERLOO,12594.06,108.569482759,7,20.1712982348,50701,846.36,7.29620689655,36.2067241379,3134.15,1053.54,2015-03-16,2015-04-06
801,4643,RED OAK,3030.78,112.251111111,69,18.9002469136,51566,177.9,6.58888888889,37.4533333333,1025.28,516.72,2015-01-28,2016-03-30
802,4644,DAVENPORT,13394.52,91.7432876712,82,17.856094282,52803,1199.65,8.21678082192,30.6062328767,3701.05,443.52,2015-01-13,2016-03-29
803,4645,ELDRIDGE,3334.82,43.3093506494,82,16.1941995289,52748,258.02,3.35090909091,14.4471428571,899.08,1483.71,2015-01-06,2016-03-29
804,4647,WATERLOO,6430.7,88.0917808219,7,18.240975212,50707,509.67,6.98178082192,29.3952054795,1331.23,806.11,2015-01-05,2015-11-16
